plot,tree,DBH,Height,CBH,life,CW_E,CW_S,CW_W,CW_N,x,y,SD,CLR,CW,CW_EW,CW_SN,Age Group
41,бДр╤ки,9.9,5.8,0.7,а╪,1.64,1.74,1.91,1.55,8.9,1.6,1522.222222,0.88,3.42,3.55,3.29,жпаДаж
42,бДр╤ки,9.9,7.6,2.7,а╪,1.1,1,1.4,1.3,4.4,5.8,2288.888889,0.64,2.4,2.5,2.3,жпаДаж
44,бДр╤ки,9.9,6.9,4.8,а╪,1.09,0.96,0.58,1.65,1.65,8.8,1977.777778,0.3,2.14,1.67,2.61,жпаДаж
48,бДр╤ки,9.9,11.2,4,а╪,1.52,1.2,1.19,1.72,6.9,7.9,1022.222222,0.64,2.815,2.71,2.92,жпаДаж
1,бДр╤ки,10,7.4,2.6,а╪,1.9,1,1.2,1.3,4.7,3.2,2344.444444,0.65,2.7,3.1,2.3,жпаДаж
4,бДр╤ки,10,8.8,4.8,а╪,2.33,1.91,2.2,1.63,3.6,8.2,2155.555556,0.45,4.035,4.53,3.54,жпаДаж
4,бДр╤ки,10,9.4,5.5,а╪,2.2,2.12,1.93,1.23,2.7,0.9,2155.555556,0.41,3.74,4.13,3.35,жпаДаж
4,бДр╤ки,10,10.5,4.5,а╪,2.18,1.6,1.06,1.45,0.2,7.5,2155.555556,0.57,3.145,3.24,3.05,жпаДаж
5,бДр╤ки,10,6.5,0.4,а╪,1.565,1.883,1.197,1.853,5.2,4.1,1377.777778,0.94,3.249,2.762,3.736,жпаДаж
7,бДр╤ки,10,5.8,0.4,а╪,1.77,2.06,2.11,1.98,8.8,3.8,766.6666667,0.93,3.96,3.88,4.04,жпаДаж
10,бДр╤ки,10,5.7,0.5,а╪,1.75,1.75,1.86,1.98,7,5.1,911.1111111,0.91,3.67,3.61,3.73,жпаДаж
10,бДр╤ки,10,5.6,0.5,а╪,1.4,1.89,1.78,2.01,4.4,8,911.1111111,0.91,3.54,3.18,3.9,жпаДаж
20,бДр╤ки,10,6.6,1,а╪,1.178,1.113,1.174,1.102,4,6.3,822.2222222,0.85,2.2835,2.352,2.215,жпаДаж
25,бДр╤ки,10,12.3,9.8,а╪,1.396,1.555,1.468,1.386,3.1,9.7,1700,0.2,2.9025,2.864,2.941,жпаДаж
34,бДр╤ки,10,7,2.3,а╪,2.04,1.42,1.34,1.87,1.2,8.7,977.7777778,0.67,3.335,3.38,3.29,жпаДаж
35,бДр╤ки,10,6.8,0.5,а╪,2.11,1.91,2.16,1.87,3.8,2.1,1733.333333,0.93,4.025,4.27,3.78,жпаДаж
35,бДр╤ки,10,7.2,0.4,а╪,1.81,1.75,1.9,1.75,2.9,6.2,1733.333333,0.94,3.605,3.71,3.5,жпаДаж
37,бДр╤ки,10,5.2,0.7,а╪,1.76,1.78,1.76,1.6,1.3,7.3,1644.444444,0.87,3.45,3.52,3.38,жпаДаж
37,бДр╤ки,10,6.3,0.6,а╪,2.2,1.77,1.6,2.1,8.4,3.9,1644.444444,0.9,3.835,3.8,3.87,жпаДаж
41,бДр╤ки,10,6.5,0.6,а╪,1.73,1.82,0.5,0.75,0.8,0.3,1522.222222,0.91,2.4,2.23,2.57,жпаДаж
46,бДр╤ки,10,10.6,6.3,а╪,1.3,1.28,1.54,1.44,7.1,6,1655.555556,0.41,2.78,2.84,2.72,жпаДаж
60,бДр╤ки,10,9.8,2.5,а╪,0.99,1.22,1.42,1.04,0,0,977.7777778,0.74,2.335,2.41,2.26,жпаДаж
85,бДр╤ки,10,5.9,2.8,0,0.3,1.2,2.1,1.8,0,0,1422.222222,0.53,2.7,2.4,3,жпаДаж
1,бДр╤ки,10.1,7.4,1.6,╩Н,2.3,2.2,2.1,2.2,5.174,0.673,2344.444444,0.78,4.4,4.4,4.4,жпаДаж
1,бДр╤ки,10.1,8.1,2.4,а╪,1.5,1.5,1.6,2.4,9.7,1,2344.444444,0.7,3.5,3.1,3.9,жпаДаж
4,бДр╤ки,10.1,6.1,3.1,а╪,2.89,1.31,0.89,2.05,3.1,1.8,2155.555556,0.49,3.57,3.78,3.36,жпаДаж
6,бДр╤ки,10.1,4.3,0.6,а╪,1.77,2,2.5,1.65,1.23,7.1,1044.444444,0.86,3.96,4.27,3.65,жпаДаж
6,бДр╤ки,10.1,5.9,0.5,а╪,1.754,1.95,1.72,1.776,8.8,4.46,1044.444444,0.92,3.6,3.474,3.726,жпаДаж
6,бДр╤ки,10.1,6.3,0.7,а╪,1.98,1.58,2.08,1.83,8,4.46,1044.444444,0.89,3.735,4.06,3.41,жпаДаж
28,бДр╤ки,10.1,11.5,4.2,а╪,1.3,1.38,1.92,1.92,2.3,2.2,1466.666667,0.63,3.26,3.22,3.3,жпаДаж
34,бДр╤ки,10.1,7.3,2.2,а╪,2.16,1.72,2.14,1.14,8.7,0.2,977.7777778,0.7,3.58,4.3,2.86,жпаДаж
35,бДр╤ки,10.1,5.4,0.8,а╪,1.67,1.09,1.65,1.75,4.5,5.2,1733.333333,0.85,3.08,3.32,2.84,жпаДаж
35,бДр╤ки,10.1,6.2,0.4,а╪,2.01,1.88,2.29,2.12,7.1,6.8,1733.333333,0.94,4.15,4.3,4,жпаДаж
35,бДр╤ки,10.1,5.6,0.4,а╪,1.7,0.92,2.13,1.86,6.4,1.8,1733.333333,0.93,3.305,3.83,2.78,жпаДаж
40,бДр╤ки,10.1,11.1,0.5,а╪,1.81,2.04,2.24,1.97,5.3,9,511.1111111,0.95,4.03,4.05,4.01,жпаДаж
42,бДр╤ки,10.1,10.5,6.1,а╪,1.24,1.44,1.78,1.21,4,3.1,2288.888889,0.42,2.835,3.02,2.65,жпаДаж
45,бДр╤ки,10.1,12.2,8.4,а╪,1.34,1.23,1.44,1.38,1.6,9.2,1466.666667,0.31,2.695,2.78,2.61,жпаДаж
46,бДр╤ки,10.1,9.6,4.9,а╪,1.85,0.82,1.92,0.96,4.9,2.4,1655.555556,0.49,2.775,3.77,1.78,жпаДаж
60,бДр╤ки,10.1,10.7,4,а╪,1.01,1.48,1.27,0.79,0,0,977.7777778,0.63,2.275,2.28,2.27,жпаДаж
74,бДр╤ки,10.1,11.7,6.6,а╪,1.1,1.3,1.7,1.4,0,0,1566.666667,0.44,2.75,2.8,2.7,жпаДаж
1,бДр╤ки,10.2,14.7,2.52,╩Н,1.6,2.1,2.1,1.7,5.38,2.25,2344.444444,0.83,3.75,3.7,3.8,жпаДаж
1,бДр╤ки,10.2,8.7,3,╩Н,1.9,1.6,1.8,2.7,4.159,1.763,2344.444444,0.66,4,3.7,4.3,жпаДаж
4,бДр╤ки,10.2,8.4,4.8,а╪,1.75,0.68,0.88,1.87,6.1,3.3,2155.555556,0.43,2.59,2.63,2.55,жпаДаж
4,бДр╤ки,10.2,10.5,6.3,а╪,1.3,1.3,1.62,1.58,8.5,5.4,2155.555556,0.4,2.9,2.92,2.88,жпаДаж
5,бДр╤ки,10.2,5.2,0.3,а╪,1.6,1.4,1.4,1.6,8.9,8.1,1377.777778,0.94,3,3,3,жпаДаж
6,бДр╤ки,10.2,6.4,0.8,а╪,1.93,1.63,1.6,1.72,3.5,4.46,1044.444444,0.88,3.44,3.53,3.35,жпаДаж
11,бДр╤ки,10.2,5.9,0.8,а╪,1.378,2.21,1.68,1.214,3.1,1.7,722.2222222,0.86,3.241,3.058,3.424,жпаДаж
11,бДр╤ки,10.2,6.1,0.8,а╪,1.639,2.18,1.71,1.097,8.8,8.9,722.2222222,0.87,3.313,3.349,3.277,жпаДаж
12,бДр╤ки,10.2,6,0.2,а╪,2.7,2.18,0.616,1.349,1.5,7.5,555.5555556,0.97,3.4225,3.316,3.529,жпаДаж
18,бДр╤ки,10.2,6.3,0.8,а╪,1.98,1.88,2.37,2.26,7.7,2.5,422.2222222,0.87,4.245,4.35,4.14,жпаДаж
20,бДр╤ки,10.2,8.2,0.4,а╪,1.303,1.544,1.131,1.471,4.2,2.3,822.2222222,0.95,2.7245,2.434,3.015,жпаДаж
21,бДр╤ки,10.2,5.6,1.8,а╪,1.49,1.82,1.59,2.14,4,5.3,1955.555556,0.68,3.52,3.08,3.96,жпаДаж
28,бДр╤ки,10.2,11.7,6.2,а╪,1.8,1.48,1.69,1.51,5.4,4.4,1466.666667,0.47,3.24,3.49,2.99,жпаДаж
33,бДр╤ки,10.2,12.3,8,а╪,1.42,0.62,1.52,0.33,6.3,3.8,1766.666667,0.35,1.945,2.94,0.95,жпаДаж
34,бДр╤ки,10.2,8.4,2.6,а╪,1.6,1.6,1.3,1.4,4.2,6.8,977.7777778,0.69,2.95,2.9,3,жпаДаж
34,бДр╤ки,10.2,10.4,3.2,а╪,1.55,1.12,1.21,1.52,5.6,0.2,977.7777778,0.69,2.7,2.76,2.64,жпаДаж
35,бДр╤ки,10.2,6.2,0.5,а╪,1.89,1.74,1.87,2.03,6.8,7,1733.333333,0.92,3.765,3.76,3.77,жпаДаж
35,бДр╤ки,10.2,6.4,0.5,а╪,1.82,1.65,1.73,1.54,1.3,3.9,1733.333333,0.92,3.37,3.55,3.19,жпаДаж
36,бДр╤ки,10.2,5.7,3.5,а╪,1.15,1.96,1.5,1.55,5.2,5.4,1088.888889,0.39,3.08,2.65,3.51,жпаДаж
37,бДр╤ки,10.2,5.1,0.4,а╪,1.6,1.9,1.9,2.31,6.5,3.1,1644.444444,0.92,3.855,3.5,4.21,жпаДаж
37,бДр╤ки,10.2,5.4,0.3,а╪,1.8,2.29,2.22,2.14,4.3,2.8,1644.444444,0.94,4.225,4.02,4.43,жпаДаж
40,бДр╤ки,10.2,8.9,0.4,а╪,2.35,2.44,2.14,1.95,5.6,6.2,511.1111111,0.96,4.44,4.49,4.39,жпаДаж
40,бДр╤ки,10.2,7.1,0.6,а╪,1.78,2.11,2.32,2.05,7.5,8,511.1111111,0.92,4.13,4.1,4.16,жпаДаж
42,бДр╤ки,10.2,8.4,2.1,а╪,1.05,1.01,1.41,1.05,9.3,5.5,2288.888889,0.75,2.26,2.46,2.06,жпаДаж
42,бДр╤ки,10.2,10,5.6,а╪,1,0.92,1.02,1.1,6,8.7,2288.888889,0.44,2.02,2.02,2.02,жпаДаж
42,бДр╤ки,10.2,11.4,6.6,а╪,1.31,1.37,1.85,1.47,8.5,0.2,2288.888889,0.42,3,3.16,2.84,жпаДаж
71,бДр╤ки,10.2,17.2,9.7,а╪,3.6,2.8,2.5,1.8,0,0,1022.222222,0.44,5.35,6.1,4.6,жпаДаж
74,бДр╤ки,10.2,8.6,5.1,а╪,0.9,0.6,2,1.8,0,0,1566.666667,0.41,2.65,2.9,2.4,жпаДаж
85,бДр╤ки,10.2,9.4,4,0,0.7,1.4,1.6,1.3,0,0,1422.222222,0.57,2.5,2.3,2.7,жпаДаж
88,бДр╤ки,10.2,13.3,3.7,а╪,1.4,1.6,1.2,1.3,0,0,1122.222222,0.72,2.75,2.6,2.9,жпаДаж
88,бДр╤ки,10.2,10.1,1.8,а╪,1.5,1.5,1.2,1.2,0,0,1122.222222,0.82,2.7,2.7,2.7,жпаДаж
88,бДр╤ки,10.2,7.8,2.8,а╪,2.4,1.8,1.3,1.7,0,0,1122.222222,0.64,3.6,3.7,3.5,жпаДаж
1,бДр╤ки,10.3,6.4,3.6,а╪,1.7,1.3,1.4,1.6,7,5,2344.444444,0.44,3,3.1,2.9,жпаДаж
1,бДр╤ки,10.3,8.7,3.3,╩Н,1.869,2.111,1.88,2.047,1.247,2.531,2344.444444,0.62,3.9535,3.749,4.158,жпаДаж
1,бДр╤ки,10.3,7.5,2.8,а╪,2.184,1.686,1.384,1.736,2.571,6.148,2344.444444,0.63,3.495,3.568,3.422,жпаДаж
4,бДр╤ки,10.3,11.8,7.4,а╪,1.71,1.15,0.94,1.49,8.1,5.9,2155.555556,0.37,2.645,2.65,2.64,жпаДаж
4,бДр╤ки,10.3,11.3,7.2,а╪,0.52,0.97,1.22,1.39,7.3,1,2155.555556,0.36,2.05,1.74,2.36,жпаДаж
4,бДр╤ки,10.3,9.7,2.2,а╪,2.41,2.2,1.77,1.27,6.7,3.9,2155.555556,0.77,3.825,4.18,3.47,жпаДаж
4,бДр╤ки,10.3,9.9,5.9,а╪,1.05,1.53,2.27,1.61,5,0.4,2155.555556,0.4,3.23,3.32,3.14,жпаДаж
5,бДр╤ки,10.3,6.3,0.7,а╪,1.754,1.943,1.182,1.953,1.4,8.2,1377.777778,0.89,3.416,2.936,3.896,жпаДаж
6,бДр╤ки,10.3,6.9,0.5,а╪,1.44,2.24,2.39,1.88,8.9,5.5,1044.444444,0.93,3.975,3.83,4.12,жпаДаж
10,бДр╤ки,10.3,5.1,0.2,а╪,2.41,2.4,2.53,2.47,1.6,7.4,911.1111111,0.96,4.905,4.94,4.87,жпаДаж
18,бДр╤ки,10.3,6.6,1.6,а╪,1.15,1.89,1.67,1.93,5.7,6,422.2222222,0.76,3.32,2.82,3.82,жпаДаж
30,бДр╤ки,10.3,8,4.1,а╪,1.7,1.2,1,1.3,5.8,9.7,1444.444444,0.49,2.6,2.7,2.5,жпаДаж
35,бДр╤ки,10.3,4.9,0.8,а╪,1.91,1.38,2.1,1.88,2.8,7.5,1733.333333,0.84,3.635,4.01,3.26,жпаДаж
41,бДр╤ки,10.3,7.1,0.7,а╪,1.69,2.09,1.65,1.84,8.8,3.5,1522.222222,0.9,3.635,3.34,3.93,жпаДаж
42,бДр╤ки,10.3,12.5,9.5,а╪,0.74,1.5,1.66,1.23,9.9,8.6,2288.888889,0.24,2.565,2.4,2.73,жпаДаж
45,бДр╤ки,10.3,9.1,6.8,а╪,0.88,0.92,1.23,0.34,9.5,3.9,1466.666667,0.25,1.685,2.11,1.26,жпаДаж
1,бДр╤ки,10.4,5,2.4,╩Н,0.6,0.75,2.74,1.14,4.13,9.37,2344.444444,0.52,2.615,3.34,1.89,жпаДаж
1,бДр╤ки,10.4,9.1,3.6,╩Н,2.1,1.7,1.8,1.5,2,5.432,2344.444444,0.6,3.55,3.9,3.2,жпаДаж
1,бДр╤ки,10.4,8.3,3,а╪,1.7,2.2,1.7,2.5,1.5,2.2,2344.444444,0.64,4.05,3.4,4.7,жпаДаж
1,бДр╤ки,10.4,6.3,2.7,а╪,2.3,1.8,1.6,2.3,5.8,8.4,2344.444444,0.57,4,3.9,4.1,жпаДаж
1,бДр╤ки,10.4,7.1,3.2,а╪,1.9,1.1,1.2,1.4,2.8,8.6,2344.444444,0.55,2.8,3.1,2.5,жпаДаж
1,бДр╤ки,10.4,7.2,1,а╪,1.9,2,1.8,1.5,5.3,1.9,2344.444444,0.86,3.6,3.7,3.5,жпаДаж
1,бДр╤ки,10.4,7.5,3.5,а╪,1.8,2.2,1.7,2.2,9.7,2.1,2344.444444,0.53,3.95,3.5,4.4,жпаДаж
1,бДр╤ки,10.4,6.4,2.4,а╪,2,1.3,2.1,2,9.1,5.4,2344.444444,0.62,3.7,4.1,3.3,жпаДаж
14,бДр╤ки,10.4,9.7,2.7,а╪,1.94,1.71,2.64,2.17,7.6,7.9,1022.222222,0.72,4.23,4.58,3.88,жпаДаж
34,бДр╤ки,10.4,8.4,2.1,а╪,2.2,2.08,1.49,2.15,9.5,8.5,977.7777778,0.75,3.96,3.69,4.23,жпаДаж
38,бДр╤ки,10.4,5.4,0.8,а╪,1.5,1.9,1.5,1.8,3.2,2.5,322.2222222,0.85,3.35,3,3.7,жпаДаж
42,бДр╤ки,10.4,9.6,2.3,а╪,1.35,2.16,1.31,1.1,3.6,0.5,2288.888889,0.76,2.96,2.66,3.26,жпаДаж
42,бДр╤ки,10.4,11.4,6.3,а╪,1.18,1.24,1.4,1.5,6.1,1,2288.888889,0.45,2.66,2.58,2.74,жпаДаж
42,бДр╤ки,10.4,10.7,5.8,а╪,1.02,1.53,1.29,1.7,7,7.2,2288.888889,0.46,2.77,2.31,3.23,жпаДаж
42,бДр╤ки,10.4,12.2,8.2,а╪,1.29,1.49,1.25,1.44,1.6,6,2288.888889,0.33,2.735,2.54,2.93,жпаДаж
44,бДр╤ки,10.4,9.9,6,а╪,1.73,1.7,0.83,0.88,3.2,1.3,1977.777778,0.39,2.57,2.56,2.58,жпаДаж
60,бДр╤ки,10.4,12.2,2.5,а╪,1.18,1.11,1.25,1.13,0,0,977.7777778,0.8,2.335,2.43,2.24,жпаДаж
86,бДр╤ки,10.4,11.7,7,а╪,0.9,1.1,1.1,0.7,0,0,1155.555556,0.4,1.9,2,1.8,жпаДаж
1,бДр╤ки,10.5,8.1,2.121,╩Н,2.1,1.9,0.9,1.7,0.178,1.147,2344.444444,0.74,3.3,3,3.6,жпаДаж
1,бДр╤ки,10.5,10.4,3.8,╩Н,1.9,1.5,1.9,2.1,7.309,0.389,2344.444444,0.63,3.7,3.8,3.6,жпаДаж
1,бДр╤ки,10.5,6.4,2.3,╤ом╥,2.1,1.4,1.2,2.1,6.7,4.5,2344.444444,0.64,3.4,3.3,3.5,жпаДаж
4,бДр╤ки,10.5,11.8,7.4,а╪,0.81,0.9,1.32,1.47,7.1,5.9,2155.555556,0.37,2.25,2.13,2.37,жпаДаж
6,бДр╤ки,10.5,6.3,0.4,а╪,1.82,2.66,2.29,2.3,9,2.7,1044.444444,0.94,4.535,4.11,4.96,жпаДаж
7,бДр╤ки,10.5,4.9,0.4,а╪,2.3,1.41,1.86,1.9,5,7.9,766.6666667,0.92,3.735,4.16,3.31,жпаДаж
10,бДр╤ки,10.5,5.5,0.2,а╪,1.99,1.51,1.95,1.54,2.3,1.2,911.1111111,0.96,3.495,3.94,3.05,жпаДаж
10,бДр╤ки,10.5,6.1,0.5,а╪,1.49,2.36,2.45,1.11,6,0.9,911.1111111,0.92,3.705,3.94,3.47,жпаДаж
20,бДр╤ки,10.5,7.2,1,а╪,1.527,1.878,1.386,0.391,8.4,0.3,822.2222222,0.86,2.591,2.913,2.269,жпаДаж
20,бДр╤ки,10.5,6.7,0.7,а╪,1.568,0.596,1.121,0.635,2.1,2.3,822.2222222,0.9,1.96,2.689,1.231,жпаДаж
20,бДр╤ки,10.5,10.2,1.5,а╪,1.338,1.086,1.135,1.395,0.4,9.5,822.2222222,0.85,2.477,2.473,2.481,жпаДаж
29,бДр╤ки,10.5,11.4,7.4,а╪,1.35,1.59,1.55,2.02,0.9,3.2,1355.555556,0.35,3.255,2.9,3.61,жпаДаж
30,бДр╤ки,10.5,11,6.3,а╪,1.5,1.4,1.7,1.5,0.2,5,1444.444444,0.43,3.05,3.2,2.9,жпаДаж
30,бДр╤ки,10.5,11.5,6.2,а╪,1.07,0.97,1.41,1.31,1,0.6,1444.444444,0.46,2.38,2.48,2.28,жпаДаж
34,бДр╤ки,10.5,10.8,4.8,а╪,1.39,1.45,1.13,1.71,5.5,9.1,977.7777778,0.56,2.84,2.52,3.16,жпаДаж
35,бДр╤ки,10.5,5.8,0.4,а╪,1.78,1.36,1.71,1.32,6.5,6.2,1733.333333,0.93,3.085,3.49,2.68,жпаДаж
40,бДр╤ки,10.5,5.3,0.4,а╪,2.07,2.13,2.06,2.01,7.3,8.6,511.1111111,0.92,4.135,4.13,4.14,жпаДаж
40,бДр╤ки,10.5,4.9,0.4,а╪,2.37,2.07,1.92,1.11,5,8.9,511.1111111,0.92,3.735,4.29,3.18,жпаДаж
40,бДр╤ки,10.5,9.1,0.4,а╪,1.79,1.51,2.12,1.94,7.5,7,511.1111111,0.96,3.68,3.91,3.45,жпаДаж
41,бДр╤ки,10.5,6.5,0.6,а╪,1.85,1.54,1.58,1.48,4.1,9.5,1522.222222,0.91,3.225,3.43,3.02,жпаДаж
41,бДр╤ки,10.5,6.7,0.4,а╪,1.78,1.32,2.02,1.79,8,5.7,1522.222222,0.94,3.455,3.8,3.11,жпаДаж
41,бДр╤ки,10.5,5.8,0.6,а╪,1.28,1.43,1.69,1.96,3.9,2.5,1522.222222,0.9,3.18,2.97,3.39,жпаДаж
45,бДр╤ки,10.5,11.6,1.5,а╪,1.08,1.22,1.17,0.88,0.5,3.1,1466.666667,0.87,2.175,2.25,2.1,жпаДаж
45,бДр╤ки,10.5,9.1,6.7,а╪,1.56,1.78,1.21,1.38,7,6.9,1466.666667,0.26,2.965,2.77,3.16,жпаДаж
48,бДр╤ки,10.5,6.8,1.8,а╪,1.69,2.29,2.11,1.32,8.8,3.5,1022.222222,0.74,3.705,3.8,3.61,жпаДаж
57,бДр╤ки,10.5,7.8,2.9,а╪,1.28,2,1.56,2.11,0,0,1133.333333,0.63,3.475,2.84,4.11,жпаДаж
72,бДр╤ки,10.5,12.5,5.2,а╪,1.3,1.1,1.5,1.3,0,0,944.4444444,0.58,2.6,2.8,2.4,жпаДаж
74,бДр╤ки,10.5,11.1,5.9,а╪,1.1,1.3,1.6,1.6,0,0,1566.666667,0.47,2.8,2.7,2.9,жпаДаж
74,бДр╤ки,10.5,11.8,6.1,а╪,1.5,1.2,1.7,1.6,0,0,1566.666667,0.48,3,3.2,2.8,жпаДаж
1,бДр╤ки,10.6,9.5,3.7,╩Н,1.9,1.05,2.34,1.21,3.3,0.4,2344.444444,0.61,3.25,4.24,2.26,жпаДаж
1,бДр╤ки,10.6,10.4,4.4,╩Н,1.5,1.6,2,1.2,5.455,9.7,2344.444444,0.58,3.15,3.5,2.8,жпаДаж
4,бДр╤ки,10.6,9.6,2.2,а╪,1.84,1.5,1.2,1.46,6.9,0.5,2155.555556,0.77,3,3.04,2.96,жпаДаж
7,бДр╤ки,10.6,6.5,0.4,а╪,2.09,1.87,1.69,2.18,6,1.8,766.6666667,0.94,3.915,3.78,4.05,жпаДаж
7,бДр╤ки,10.6,5.6,0.3,а╪,1.89,1.67,1.86,1.25,6.5,9.4,766.6666667,0.95,3.335,3.75,2.92,жпаДаж
18,бДр╤ки,10.6,7.6,0.9,а╪,1.14,1.42,1.42,1.23,5,8.5,422.2222222,0.88,2.605,2.56,2.65,жпаДаж
20,бДр╤ки,10.6,9.4,0.5,а╪,1.013,1.287,1.571,1.286,9.2,5.2,822.2222222,0.95,2.5785,2.584,2.573,жпаДаж
25,бДр╤ки,10.6,11.3,7.6,а╪,1.736,1.736,1.128,1.119,3.8,3.4,1700,0.33,2.8595,2.864,2.855,жпаДаж
37,бДр╤ки,10.6,6.3,0.4,а╪,1.87,1.8,1.74,1.53,1.6,9.5,1644.444444,0.94,3.47,3.61,3.33,жпаДаж
40,бДр╤ки,10.6,7.8,0.8,а╪,2.78,2.35,1.77,2.24,8.3,4.1,511.1111111,0.9,4.57,4.55,4.59,жпаДаж
40,бДр╤ки,10.6,11.5,0.4,а╪,1.86,1.91,2.34,2.09,5.5,9,511.1111111,0.97,4.1,4.2,4,жпаДаж
42,бДр╤ки,10.6,13.4,7.5,а╪,1.27,1.14,1.28,1.84,1.7,9.3,2288.888889,0.44,2.765,2.55,2.98,жпаДаж
42,бДр╤ки,10.6,11.5,2.4,а╪,0.84,1.13,1.04,1.83,9.2,2.7,2288.888889,0.79,2.42,1.88,2.96,жпаДаж
42,бДр╤ки,10.6,12.3,6.6,а╪,1.4,1.4,1.5,1.3,7.2,5.8,2288.888889,0.46,2.8,2.9,2.7,жпаДаж
44,бДр╤ки,10.6,9.8,5.9,а╪,1.65,1.52,0.94,0.71,1.5,5.3,1977.777778,0.4,2.41,2.59,2.23,жпаДаж
44,бДр╤ки,10.6,10.4,6.9,а╪,1.81,1.19,1.62,1.08,2.9,9,1977.777778,0.34,2.85,3.43,2.27,жпаДаж
44,бДр╤ки,10.6,8.7,6.7,а╪,1.9,1.58,1.52,1.34,8.1,3.4,1977.777778,0.23,3.17,3.42,2.92,жпаДаж
45,бДр╤ки,10.6,11.9,7.9,а╪,1.59,1.43,0.72,1.1,1.7,0.8,1466.666667,0.34,2.42,2.31,2.53,жпаДаж
47,бДр╤ки,10.6,10.3,8.8,а╪,2.1,2.08,2.14,2.22,8.6,1.2,877.7777778,0.15,4.27,4.24,4.3,жпаДаж
71,бДр╤ки,10.6,16.7,11,а╪,1.8,1.7,2.5,3.4,0,0,1022.222222,0.34,4.7,4.3,5.1,жпаДаж
1,бДр╤ки,10.7,7.6,1.7,╩Н,1.9,2.1,1.6,2,.3.257,2.116,2344.444444,0.78,3.8,3.5,4.1,жпаДаж
4,бДр╤ки,10.7,9.7,5.4,а╪,0.87,0.88,1.84,1.62,5.1,7.5,2155.555556,0.44,2.605,2.71,2.5,жпаДаж
4,бДр╤ки,10.7,11.2,6.1,а╪,1.25,1.05,1.45,2.44,4.9,3.4,2155.555556,0.46,3.095,2.7,3.49,жпаДаж
5,бДр╤ки,10.7,5.1,0.2,а╪,1.728,1.755,0.76,1.441,3.8,2.5,1377.777778,0.96,2.842,2.488,3.196,жпаДаж
5,бДр╤ки,10.7,6.2,0.7,а╪,2.03,1.499,1.384,2.219,9.8,4.1,1377.777778,0.89,3.566,3.414,3.718,жпаДаж
18,бДр╤ки,10.7,6.2,1.2,а╪,1.48,2.05,1.65,2.2,2.1,4.2,422.2222222,0.81,3.69,3.13,4.25,жпаДаж
30,бДр╤ки,10.7,12,7.7,а╪,1.14,1.48,1.69,1.5,2.1,2.4,1444.444444,0.36,2.905,2.83,2.98,жпаДаж
35,бДр╤ки,10.7,6.4,0.5,а╪,2.03,1.98,2.2,2.21,2.2,2.7,1733.333333,0.92,4.21,4.23,4.19,жпаДаж
41,бДр╤ки,10.7,4.6,0.6,а╪,1.78,1.65,2.12,1.92,0.8,7.2,1522.222222,0.87,3.735,3.9,3.57,жпаДаж
42,бДр╤ки,10.7,12.2,6.2,а╪,1.22,1.12,1.1,1.28,9,7.5,2288.888889,0.49,2.36,2.32,2.4,жпаДаж
44,бДр╤ки,10.7,12.2,7.3,а╪,1.72,1.7,1.52,1.15,2.4,6.8,1977.777778,0.4,3.045,3.24,2.85,жпаДаж
45,бДр╤ки,10.7,10.3,3.6,а╪,0.84,0.84,1.31,1.03,7.7,1.2,1466.666667,0.65,2.01,2.15,1.87,жпаДаж
60,бДр╤ки,10.7,7.4,2.5,а╪,1.57,1.6,1.82,1.27,0,0,977.7777778,0.66,3.13,3.39,2.87,жпаДаж
71,бДр╤ки,10.7,15.2,12.1,а╪,1,0.5,1.2,1.7,0,0,1022.222222,0.2,2.2,2.2,2.2,жпаДаж
1,бДр╤ки,10.8,10.4,3.5,╩Н,2.1,1.9,1.9,1.4,2.643,2.103,2344.444444,0.66,3.65,4,3.3,жпаДаж
1,бДр╤ки,10.8,9.8,3.6,╩Н,2.038,2.73,2.633,1.917,4.717,1.736,2344.444444,0.63,4.659,4.671,4.647,жпаДаж
4,бДр╤ки,10.8,11.5,7.5,а╪,1.81,1.2,1.38,1.29,9.1,5.8,2155.555556,0.35,2.84,3.19,2.49,жпаДаж
4,бДр╤ки,10.8,9.9,5.6,а╪,0.87,1.34,1.21,0.79,2.2,0.5,2155.555556,0.43,2.105,2.08,2.13,жпаДаж
4,бДр╤ки,10.8,10.1,6.3,а╪,1.23,0.91,1.34,1.95,3,4.1,2155.555556,0.38,2.715,2.57,2.86,жпаДаж
4,бДр╤ки,10.8,9.9,5.6,а╪,1.92,1.93,0.9,1.56,1,4.1,2155.555556,0.43,3.155,2.82,3.49,жпаДаж
7,бДр╤ки,10.8,7.5,0.2,а╪,1.75,1.73,2.28,1.75,7.6,2.5,766.6666667,0.97,3.755,4.03,3.48,жпаДаж
30,бДр╤ки,10.8,10.9,6.3,а╪,1.4,1.4,1.5,1.6,5.6,3.6,1444.444444,0.42,2.95,2.9,3,жпаДаж
36,бДр╤ки,10.8,12.3,7.5,а╪,1.67,0.99,1.29,1.92,4.1,2.8,1088.888889,0.39,2.935,2.96,2.91,жпаДаж
36,бДр╤ки,10.8,12.8,4.8,а╪,0.94,1.32,1.08,1.17,1.7,8.5,1088.888889,0.62,2.255,2.02,2.49,жпаДаж
